"","Sample.Shorthand","Protein","Sample","Pep1","Pep2","Pep3","metric","Bay","Habitat","Region","Mean","Median","sd","Var","Min","Max"
"1595","WB-B","Glycogen","G120",1339.42916039572,1504.44776195379,1492.48756059079,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1596","WB-B","Glycogen","G120",1339.42916039572,1504.44776195379,1492.48756059079,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1597","WB-B","Glycogen","G120",1339.42916039572,1504.44776195379,1492.48756059079,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1598","WB-B","HSP70","G114",1135.57154184933,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1599","WB-B","HSP70","G114",1135.57154184933,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1600","WB-B","HSP70","G114",1135.57154184933,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1601","WB-B","HSP70","G114",1135.57154184933,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1602","WB-B","HSP70","G116",807.754071916944,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1603","WB-B","HSP70","G116",807.754071916944,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1604","WB-B","HSP70","G116",807.754071916944,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1605","WB-B","HSP70","G116",807.754071916944,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1606","WB-B","HSP70","G120",1377.80946708331,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1607","WB-B","HSP70","G120",1377.80946708331,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1608","WB-B","HSP70","G120",1377.80946708331,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1609","WB-B","HSP70","G120",1377.80946708331,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1610","WB-B","HSP70","G122",1285.20382857294,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1611","WB-B","HSP70","G122",1285.20382857294,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1612","WB-B","HSP70","G122",1285.20382857294,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1613","WB-B","HSP70","G122",1285.20382857294,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1614","WB-B","HSP90-alpha","G114",NA,1229.86486399091,1243.83295645771,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1615","WB-B","HSP90-alpha","G114",NA,1229.86486399091,1243.83295645771,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1616","WB-B","HSP90-alpha","G114",NA,1229.86486399091,1243.83295645771,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1617","WB-B","HSP90-alpha","G114",NA,1229.86486399091,1243.83295645771,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1618","WB-B","Sodium/potassium-transporting","G114",1633.46375402743,1670.65967130145,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1619","WB-B","Sodium/potassium-transporting","G114",1633.46375402743,1670.65967130145,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1620","WB-B","Sodium/potassium-transporting","G114",1633.46375402743,1670.65967130145,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1621","WB-B","Sodium/potassium-transporting","G114",1633.46375402743,1670.65967130145,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1622","WB-B","Sodium/potassium-transporting","G116",731.136160431009,870.108474561516,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1623","WB-B","Sodium/potassium-transporting","G116",731.136160431009,870.108474561516,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1624","WB-B","Sodium/potassium-transporting","G116",731.136160431009,870.108474561516,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1625","WB-B","Sodium/potassium-transporting","G116",731.136160431009,870.108474561516,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1626","WB-B","Puromycin-sensitive","G104",22.6345698400092,NA,25.5997973388819,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1627","WB-B","Puromycin-sensitive","G104",22.6345698400092,NA,25.5997973388819,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1628","WB-B","Puromycin-sensitive","G104",22.6345698400092,NA,25.5997973388819,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1629","WB-B","Puromycin-sensitive","G104",22.6345698400092,NA,25.5997973388819,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1630","WB-B","PDI","G116",50.2953534014396,78.4779710717342,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1631","WB-B","PDI","G116",50.2953534014396,78.4779710717342,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1632","WB-B","PDI","G116",50.2953534014396,78.4779710717342,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1633","WB-B","PDI","G116",50.2953534014396,78.4779710717342,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1634","WB-B","PDI","G120",62.8617203661957,100.688017590135,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1635","WB-B","PDI","G120",62.8617203661957,100.688017590135,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1636","WB-B","PDI","G120",62.8617203661957,100.688017590135,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1637","WB-B","PDI","G120",62.8617203661957,100.688017590135,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1638","WB-B","Peroxiredoxin-1","G122",2505.53527215244,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1639","WB-B","Peroxiredoxin-1","G122",2505.53527215244,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1640","WB-B","Peroxiredoxin-1","G122",2505.53527215244,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1641","WB-B","Peroxiredoxin-1","G122",2505.53527215244,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1642","WB-B","Glycogen","G114",1171.35085064345,1268.54986126378,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1643","WB-B","Glycogen","G114",1171.35085064345,1268.54986126378,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1644","WB-B","Glycogen","G114",1171.35085064345,1268.54986126378,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1645","WB-B","Glycogen","G114",1171.35085064345,1268.54986126378,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1646","WB-B","Trifunctional","G116",NA,65.4397089915066,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1647","WB-B","Trifunctional","G116",NA,65.4397089915066,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1648","WB-B","Trifunctional","G116",NA,65.4397089915066,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1649","WB-B","Trifunctional","G116",NA,65.4397089915066,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1650","WB-B","Catalase","G105",0.331471867112111,0.383019276928632,0.391984795763071,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1651","WB-B","Catalase","G105",0.331471867112111,0.383019276928632,0.391984795763071,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1652","WB-B","Catalase","G105",0.331471867112111,0.383019276928632,0.391984795763071,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1653","WB-B","Catalase","G105",0.331471867112111,0.383019276928632,0.391984795763071,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1654","WB-B","Puromycin-sensitive","G122",25.1444758059831,27.8225449499177,22.1788558792802,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1655","WB-B","Puromycin-sensitive","G122",25.1444758059831,27.8225449499177,22.1788558792802,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1656","WB-B","Puromycin-sensitive","G122",25.1444758059831,27.8225449499177,22.1788558792802,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1657","WB-B","Puromycin-sensitive","G122",25.1444758059831,27.8225449499177,22.1788558792802,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1658","WB-B","Sodium/potassium-transporting","G105",1125.39627096557,1027.1060222988,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1659","WB-B","Sodium/potassium-transporting","G105",1125.39627096557,1027.1060222988,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1660","WB-B","Sodium/potassium-transporting","G105",1125.39627096557,1027.1060222988,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1661","WB-B","Sodium/potassium-transporting","G105",1125.39627096557,1027.1060222988,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1662","WB-B","Ras-related","G116",418.393454665067,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1663","WB-B","Ras-related","G116",418.393454665067,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1664","WB-B","Ras-related","G116",418.393454665067,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1665","WB-B","Ras-related","G116",418.393454665067,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1666","WB-B","Ras-related","G120",933.645418990763,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1667","WB-B","Ras-related","G120",933.645418990763,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1668","WB-B","Ras-related","G120",933.645418990763,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1669","WB-B","Ras-related","G120",933.645418990763,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1670","WB-B","Superoxide","G116",3.70568343947729,3.32516017155273,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1671","WB-B","Superoxide","G116",3.70568343947729,3.32516017155273,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1672","WB-B","Superoxide","G116",3.70568343947729,3.32516017155273,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1673","WB-B","Superoxide","G116",3.70568343947729,3.32516017155273,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1674","WB-B","Ras-related","G122",805.035619462807,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1675","WB-B","Ras-related","G122",805.035619462807,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1676","WB-B","Ras-related","G122",805.035619462807,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1677","WB-B","Ras-related","G122",805.035619462807,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1678","WB-B","Sodium/potassium-transporting","G120",2038.92091724846,1858.1250328728,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1679","WB-B","Sodium/potassium-transporting","G120",2038.92091724846,1858.1250328728,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1680","WB-B","Sodium/potassium-transporting","G120",2038.92091724846,1858.1250328728,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1681","WB-B","Sodium/potassium-transporting","G120",2038.92091724846,1858.1250328728,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1682","WB-B","Superoxide","G114",4.05312637476643,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1683","WB-B","Superoxide","G114",4.05312637476643,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1684","WB-B","Superoxide","G114",4.05312637476643,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1685","WB-B","Superoxide","G114",4.05312637476643,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1686","WB-B","Cytochrome","G105",40.6577937785447,39.2650911193373,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1687","WB-B","Cytochrome","G105",40.6577937785447,39.2650911193373,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1688","WB-B","Cytochrome","G105",40.6577937785447,39.2650911193373,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1689","WB-B","Cytochrome","G105",40.6577937785447,39.2650911193373,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1690","WB-B","Trifunctional","G122",112.49721790805,117.614794981533,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1691","WB-B","Trifunctional","G122",112.49721790805,117.614794981533,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1692","WB-B","Trifunctional","G122",112.49721790805,117.614794981533,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1693","WB-B","Trifunctional","G122",112.49721790805,117.614794981533,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1694","WB-B","PDI","G122",71.7500194345692,97.4579572685326,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1695","WB-B","PDI","G122",71.7500194345692,97.4579572685326,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1696","WB-B","PDI","G122",71.7500194345692,97.4579572685326,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1697","WB-B","PDI","G122",71.7500194345692,97.4579572685326,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1698","WB-B","Cytochrome","G104",41.1022641121837,40.3067177345639,20.8108795529675,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1699","WB-B","Cytochrome","G104",41.1022641121837,40.3067177345639,20.8108795529675,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1700","WB-B","Cytochrome","G104",41.1022641121837,40.3067177345639,20.8108795529675,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1701","WB-B","Cytochrome","G104",41.1022641121837,40.3067177345639,20.8108795529675,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1702","WB-B","Glycogen","G105",839.411570754378,967.23845957117,1027.73822300242,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1703","WB-B","Glycogen","G105",839.411570754378,967.23845957117,1027.73822300242,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1704","WB-B","Glycogen","G105",839.411570754378,967.23845957117,1027.73822300242,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1705","WB-B","Glycogen","G105",839.411570754378,967.23845957117,1027.73822300242,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1706","WB-B","Arachidonate","G122",133.039896193725,120.551802592317,165.905135951633,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1707","WB-B","Arachidonate","G122",133.039896193725,120.551802592317,165.905135951633,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1708","WB-B","Arachidonate","G122",133.039896193725,120.551802592317,165.905135951633,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1709","WB-B","Arachidonate","G122",133.039896193725,120.551802592317,165.905135951633,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1710","WB-B","Arachidonate","G120",132.213746505425,128.27027832629,177.333120663223,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1711","WB-B","Arachidonate","G120",132.213746505425,128.27027832629,177.333120663223,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1712","WB-B","Arachidonate","G120",132.213746505425,128.27027832629,177.333120663223,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1713","WB-B","Arachidonate","G120",132.213746505425,128.27027832629,177.333120663223,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1714","WB-B","HSP90-alpha","G105",561.726868269113,897.218518999167,1035.19483458296,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1715","WB-B","HSP90-alpha","G105",561.726868269113,897.218518999167,1035.19483458296,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1716","WB-B","HSP90-alpha","G105",561.726868269113,897.218518999167,1035.19483458296,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1717","WB-B","HSP90-alpha","G105",561.726868269113,897.218518999167,1035.19483458296,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1718","WB-B","Ras-related","G114",732.065962504938,NA,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1719","WB-B","Ras-related","G114",732.065962504938,NA,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1720","WB-B","Ras-related","G114",732.065962504938,NA,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1721","WB-B","Ras-related","G114",732.065962504938,NA,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1722","WB-B","PDI","G114",NA,96.6205979542337,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1723","WB-B","PDI","G114",NA,96.6205979542337,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1724","WB-B","PDI","G114",NA,96.6205979542337,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1725","WB-B","PDI","G114",NA,96.6205979542337,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1726","WB-B","Glycogen","G122",1353.71354554193,1560.72135226066,1453.77437418967,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1727","WB-B","Glycogen","G122",1353.71354554193,1560.72135226066,1453.77437418967,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1728","WB-B","Glycogen","G122",1353.71354554193,1560.72135226066,1453.77437418967,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1729","WB-B","Glycogen","G122",1353.71354554193,1560.72135226066,1453.77437418967,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1730","WB-B","Trifunctional","G120",117.94032343045,132.320321170245,NA,"Temperature","WB","B","South",17.9651128622946,17.9,1.31805864208474,1.73727858397427,11.2,25
"1731","WB-B","Trifunctional","G120",117.94032343045,132.320321170245,NA,"DO","WB","B","South",8.71605848153215,8.68,1.49464471589359,2.23396282674864,2.91,13.05
"1732","WB-B","Trifunctional","G120",117.94032343045,132.320321170245,NA,"pH","WB","B","South",7.61663263774208,7.67,0.184401136897179,0.0340037792889722,7.11,7.98
"1733","WB-B","Trifunctional","G120",117.94032343045,132.320321170245,NA,"Salinity","WB","B","South",29.6026186579378,29.7,1.62584913593323,2.64338541281483,24.8,34.3
"1734","WB-E","HSP70","G129",1143.8375873796,NA,NA,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
"1735","WB-E","HSP70","G129",1143.8375873796,NA,NA,"pH","WB","E","South",7.81772755227552,7.82,0.0659241699974736,0.00434599618985579,7.64,7.99
"1736","WB-E","HSP70","G129",1143.8375873796,NA,NA,"Salinity","WB","E","South",32.129749047014,32.2,1.04698348826581,1.09617442470124,29.1,35
"1737","WB-E","HSP70","G129",1143.8375873796,NA,NA,"Temperature","WB","E","South",18.0811406437826,17.9,1.43526335755636,2.05998090554396,13.5,30.4
"1738","WB-E","Arachidonate","G109",NA,90.1497195432966,29.5659441216494,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
"1739","WB-E","Arachidonate","G109",NA,90.1497195432966,29.5659441216494,"pH","WB","E","South",7.81772755227552,7.82,0.0659241699974736,0.00434599618985579,7.64,7.99
"1740","WB-E","Arachidonate","G109",NA,90.1497195432966,29.5659441216494,"Salinity","WB","E","South",32.129749047014,32.2,1.04698348826581,1.09617442470124,29.1,35
"1741","WB-E","Arachidonate","G109",NA,90.1497195432966,29.5659441216494,"Temperature","WB","E","South",18.0811406437826,17.9,1.43526335755636,2.05998090554396,13.5,30.4
"1742","WB-E","HSP70","G132",1468.47851744715,NA,NA,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
"1743","WB-E","HSP70","G132",1468.47851744715,NA,NA,"pH","WB","E","South",7.81772755227552,7.82,0.0659241699974736,0.00434599618985579,7.64,7.99
"1744","WB-E","HSP70","G132",1468.47851744715,NA,NA,"Salinity","WB","E","South",32.129749047014,32.2,1.04698348826581,1.09617442470124,29.1,35
"1745","WB-E","HSP70","G132",1468.47851744715,NA,NA,"Temperature","WB","E","South",18.0811406437826,17.9,1.43526335755636,2.05998090554396,13.5,30.4
"1746","WB-E","PDI","G129",72.2674579658433,103.72878829721,NA,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
"1747","WB-E","PDI","G129",72.2674579658433,103.72878829721,NA,"pH","WB","E","South",7.81772755227552,7.82,0.0659241699974736,0.00434599618985579,7.64,7.99
"1748","WB-E","PDI","G129",72.2674579658433,103.72878829721,NA,"Salinity","WB","E","South",32.129749047014,32.2,1.04698348826581,1.09617442470124,29.1,35
"1749","WB-E","PDI","G129",72.2674579658433,103.72878829721,NA,"Temperature","WB","E","South",18.0811406437826,17.9,1.43526335755636,2.05998090554396,13.5,30.4
"1750","WB-E","PDI","G132",82.6096897762521,116.102336115119,NA,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
"1751","WB-E","PDI","G132",82.6096897762521,116.102336115119,NA,"pH","WB","E","South",7.81772755227552,7.82,0.0659241699974736,0.00434599618985579,7.64,7.99
"1752","WB-E","PDI","G132",82.6096897762521,116.102336115119,NA,"Salinity","WB","E","South",32.129749047014,32.2,1.04698348826581,1.09617442470124,29.1,35
"1753","WB-E","PDI","G132",82.6096897762521,116.102336115119,NA,"Temperature","WB","E","South",18.0811406437826,17.9,1.43526335755636,2.05998090554396,13.5,30.4
"1754","WB-E","Cytochrome","G109",38.3412647119146,37.6920555269399,45.3530262003842,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
"1755","WB-E","Cytochrome","G109",38.3412647119146,37.6920555269399,45.3530262003842,"pH","WB","E","South",7.81772755227552,7.82,0.0659241699974736,0.00434599618985579,7.64,7.99
"1756","WB-E","Cytochrome","G109",38.3412647119146,37.6920555269399,45.3530262003842,"Salinity","WB","E","South",32.129749047014,32.2,1.04698348826581,1.09617442470124,29.1,35
"1757","WB-E","Cytochrome","G109",38.3412647119146,37.6920555269399,45.3530262003842,"Temperature","WB","E","South",18.0811406437826,17.9,1.43526335755636,2.05998090554396,13.5,30.4
"1758","WB-E","Catalase","G132",0.303919696784337,0.355205179195703,0.35857084826221,"DO","WB","E","South",8.58692268392371,8.55,1.37362340888716,1.88684126944277,3.41,12.4
